i,size,capacity
2524000,2524001,4194304
2525000,2525001,4194304
2526000,2526001,4194304
2527000,2527001,4194304
2528000,2528001,4194304
2529000,2529001,4194304
2530000,2530001,4194304
2531000,2531001,4194304
2532000,2532001,4194304
2533000,2533001,4194304
2534000,2534001,4194304
2535000,2535001,4194304
2536000,2536001,4194304
2537000,2537001,4194304
2538000,2538001,4194304
2539000,2539001,4194304
2540000,2540001,4194304
2541000,2541001,4194304
2542000,2542001,4194304
2543000,2543001,4194304
2544000,2544001,4194304
2545000,2545001,4194304
2546000,2546001,4194304
2547000,2547001,4194304
2548000,2548001,4194304
2549000,2549001,4194304
2550000,2550001,4194304
2551000,2551001,4194304
2552000,2552001,4194304
2553000,2553001,4194304
2554000,2554001,4194304
2555000,2555001,4194304
2556000,2556001,4194304
2557000,2557001,4194304
2558000,2558001,4194304
2559000,2559001,4194304
2560000,2560001,4194304
2561000,2561001,4194304
2562000,2562001,4194304
2563000,2563001,4194304
2564000,2564001,4194304
2565000,2565001,4194304
2566000,2566001,4194304
2567000,2567001,4194304
2568000,2568001,4194304
2569000,2569001,4194304
2570000,2570001,4194304
2571000,2571001,4194304
2572000,2572001,4194304
2573000,2573001,4194304
2574000,2574001,4194304
2575000,2575001,4194304
2576000,2576001,4194304
2577000,2577001,4194304
2578000,2578001,4194304
2579000,2579001,4194304
2580000,2580001,4194304
2581000,2581001,4194304
2582000,2582001,4194304
2583000,2583001,4194304
2584000,2584001,4194304
2585000,2585001,4194304
2586000,2586001,4194304
2587000,2587001,4194304
2588000,2588001,4194304
2589000,2589001,4194304
2590000,2590001,4194304
2591000,2591001,4194304
2592000,2592001,4194304
2593000,2593001,4194304
2594000,2594001,4194304
2595000,2595001,4194304
2596000,2596001,4194304
2597000,2597001,4194304
2598000,2598001,4194304
2599000,2599001,4194304
2600000,2600001,4194304
2601000,2601001,4194304
2602000,2602001,4194304
2603000,2603001,4194304
2604000,2604001,4194304
2605000,2605001,4194304
2606000,2606001,4194304
2607000,2607001,4194304
2608000,2608001,4194304
2609000,2609001,4194304
2610000,2610001,4194304
2611000,2611001,4194304
2612000,2612001,4194304
2613000,2613001,4194304
2614000,2614001,4194304
2615000,2615001,4194304
2616000,2616001,4194304
2617000,2617001,4194304
2618000,2618001,4194304
2619000,2619001,4194304
2620000,2620001,4194304
2621000,2621001,4194304
